Sample_ID,Easting,Northing,Na2O_%,MgO_%,Al2O3_%,SiO2_%,P2O5_%,S_mgkg,Cl_mgkg,K2O_%,CaO_%,TiO2_%,MnO_%,Fe2O3_%,Sc_mgkg,V_mgkg,Cr_mgkg,Co_mgkg,Ni_mgkg,Cu_mgkg,Zn_mgkg,Ga_mgkg,Ge_mgkg,As_mgkg,Se_mgkg,Br_mgkg,Rb_mgkg,Sr_mgkg,Y_mgkg,Zr_mgkg,Nb_mgkg,Mo_mgkg,Nd_mgkg,Sm_mgkg,Yb_mgkg,Hf_mgkg,Ta_mgkg,W_mgkg,Tl_mgkg,Pb_mgkg,Bi_mgkg,Th_mgkg,U_mgkg,Ag_mgkg,Cd_mgkg,In_mgkg,Sn_mgkg,Sb_mgkg,Te_mgkg,I_mgkg,Cs_mgkg,Ba_mgkg,La_mgkg,Ce_mgkg,Au_ugkg,Pd_ugkg,Pt_ugkg
596868C,297429,126027,0.5,1.9,16.8,62,0.21,500,100,2.85,0.43,0.831,0.429,6.26,15.8,98.7,93.5,22.6,39.5,26.1,161.1,18.6,1.1,14.7,1,10.7,113.6,76.7,27.6,380.9,14.7,0.8,32.3,6.1,3.1,9,0.3,2.9,1.1,42.3,0.7,10.7,2.3,0.25,0.25,0.25,17.6,0.9,0.25,5.1,5,454,38,73,196.09,0.95,0.25
596869C,306502,129499,0.7,1.8,12.2,59,0.23,101,100,2.21,1.23,0.815,0.383,5.38,11.6,86.5,122.6,22.3,34.3,16.3,79.4,12.7,1.5,19.6,1.7,40,79.2,93.7,28.4,773.3,14.1,0.6,28.8,3.7,3,19.2,0.8,2.8,0.6,21.8,0.7,9.6,5.5,0.25,0.2,0.25,7.9,0.8,0.25,27.2,3,380,36,69,3.45,0.97,0.25
596870C,305199,129475,0.6,1.4,10.6,60,0.23,37,100,1.93,1.16,0.829,0.635,5.62,11.2,82.2,129.7,17.9,30.1,19,73.2,11.3,0.5,23.7,0.9,29.9,67.5,90.7,27.7,1019.4,14.6,0.8,31,2.4,3.9,25,0.7,3,0.3,21.8,1,9.9,3,0.25,0.25,0.25,7.2,1.2,0.5,18,2,365,37,71,1056.6,0.98,0.25
596871C,306007,127840,0.5,2.1,15.1,57,0.21,500,100,2.53,1.12,0.863,0.181,6.87,13.4,120.8,143.5,18.8,45.3,23.7,85.3,16.5,1.2,24.1,0.7,10.8,101,91.2,28.6,789.1,14.5,0.9,38.3,6.4,3.7,18.9,0.4,2.4,0.25,26.3,1.6,11.2,3,0.25,0.25,0.25,25.6,1,0.25,4.4,5,378,39,75,6.48,1.74,0.25
596872C,295205,124832,0.6,2,16.6,58,0.35,500,100,2.71,0.75,0.806,0.346,7.21,15.6,102,92.5,25.2,38.9,24.6,99.3,18,0.7,26.3,0.6,8.7,106.9,86.7,31.8,325.7,14.7,1.3,31.1,6.2,3.3,9.6,0.4,3,0.1,31.3,1,10.1,2.3,0.25,0.25,0.25,3.4,1.1,0.25,7.4,5,460,38,78,0.5,0.25,0.25
596873C,286203,122402,0.8,1.9,20.1,56,0.2,500,100,3,0.36,0.91,0.495,7.69,16.5,119.4,98.5,35.3,53.8,32.9,131.3,23.3,1.7,22.1,1,28.4,127.3,93.1,40.3,233.3,16.7,1.6,45.7,6.8,3.7,6.3,0.6,3.1,0.8,28.6,0.6,10.6,3.4,0.3,0.3,0.25,3.2,1.2,0.25,16.8,6,541,51,90,4.64,1.24,0.25
596874C,305232,127164,0.7,1.8,14.8,61,0.32,500,100,2.43,0.69,0.897,0.355,6.16,16.5,94.2,126.3,19.1,32.1,17,95.6,16.4,1.3,14.1,0.8,15.1,93.1,82.3,27.9,818,15.7,1,30,6.3,2,18.9,1.4,3.5,0.1,26.4,0.9,10.8,2.9,0.25,0.25,0.25,7.5,0.5,0.3,8.7,3,417,37,74,3.45,0.9,0.25
596875C,291733,127892,0.9,1.6,18.7,58,0.19,500,100,3.06,0.37,0.938,0.695,7.31,16.7,117.7,88.4,61,64.2,37.4,188.1,21.6,0.7,23.3,0.4,10.2,122.9,94.3,37,244.9,15.6,2,40.2,6.2,3.1,6.4,0.6,3.8,0.7,49.6,0.6,10.4,3.5,0.3,0.8,0.25,3.7,1.7,0.25,7.3,5,579,48,87,4.18,1.11,0.25
596877C,279809,152430,0.7,1.4,20.8,50,0.14,500,100,3.91,0.2,0.889,0.192,6.56,20.5,112.8,77.9,34.3,27.7,37.2,137.8,21.5,1.5,33,0.6,21.1,174,73.9,28,208.9,15.6,1.4,30,2.3,2.8,6.5,1.4,3.4,0.9,32.2,0.7,12.1,13.7,0.25,0.25,0.25,6.2,0.2,0.25,6.4,14,552,46,86,2.4,1.13,0.25
596878C,289680,121530,0.7,1.7,19.9,52,0.23,1,100,3.09,0.37,0.904,0.642,8.07,19.3,121.7,94.3,50.3,78.4,31.7,160.9,22.9,1.3,22.1,2,24,127.8,93.4,47.9,223.2,15.9,1.5,48.2,7.1,3.4,5.7,1.3,3.6,0.7,34.4,1,10.2,3,0.5,0.6,0.25,3.2,1.3,0.25,16.2,7,567,57,83,3.58,1.14,0.25
596879C,301272,121426,0.6,1.8,12.7,63,0.2,500,100,2.19,1.35,0.744,0.206,4.75,11.2,83.9,90,17.9,32.1,17.8,82.5,12.9,1.1,16.9,0.4,14.7,82.1,86.2,24.3,418.3,13.4,0.7,23.5,3.7,3.5,10.6,0.3,2,0.25,23.3,0.3,8.5,2.1,0.25,0.2,0.25,3.2,1.1,0.25,6.4,4,357,30,59,5.18,0.97,0.25
596880C,293127,127451,0.8,2.3,19.8,58,0.14,500,100,3.27,0.9,0.977,0.284,6.9,19.8,126.8,100.9,36.3,57.1,35.7,149.2,22.3,1.4,17,0.4,5,130.1,98.6,33.8,219,16.3,1.7,35.9,5.2,3.6,5.1,0.6,4,0.4,40.3,0.3,10.6,2.4,0.5,0.25,0.25,3.2,1.7,0.25,3.1,6,544,43,75,3.73,1.13,0.25
596881C,284378,128110,0.6,1.3,17,54,0.32,85,100,2.61,0.51,0.996,1.007,7.23,16.3,115.9,94.4,42,68.7,38.5,174.5,19.6,1.8,54.4,1.8,21.1,120.4,95,34.4,218.4,14.6,1.4,33,5.3,3.9,6.6,0.5,3,0.5,31.5,0.4,9.3,3.2,0.3,0.5,0.25,4.5,1.6,0.25,13.7,5,614,42,81,3.67,1.01,0.25
596882C,296557,123261,0.6,1.9,13.3,63,0.27,119,100,2.33,0.98,0.787,0.169,5.49,11,91.4,117.2,17.3,33.4,21.1,87.5,14.5,0.9,13.7,0.5,11.8,87.5,79.5,25.3,682.6,14.3,0.7,29.7,5.5,2.6,15.9,0.8,2.6,0.3,22.3,0.9,9,2.6,0.25,0.25,0.25,5.6,0.6,0.3,4.5,4,377,32,66,5.39,1.55,0.25
596884C,306324,128670,0.7,1.9,12.7,62,0.2,500,100,2.49,1.01,0.825,0.263,5.07,10.8,80.2,122.3,14.6,28.8,13.2,70.8,12.5,1.1,8.4,0.8,25.8,84.3,73.2,25.8,745.3,14.5,0.6,30,5.9,2.4,17.1,1,2.3,0.25,17.2,0.7,10.5,2.6,0.25,0.25,0.25,7.9,0.7,0.25,8.8,3,374,35,69,3.45,0.92,0.25
596885C,291377,121838,0.6,1.7,14.9,56,0.29,185,100,2.43,0.62,0.801,0.339,5.9,13.6,93.9,79.6,31.8,40.2,22.4,128.8,17.1,0.8,17.3,1,21.8,97.8,79.1,31.4,273.3,13.8,0.8,33.5,5.6,3.5,7.9,0.5,2.3,0.3,29.1,0.7,9.1,2.1,0.25,0.25,0.25,3.6,0.8,0.25,11.5,5,406,37,67,4.1,0.91,0.25
596886C,289755,121523,0.9,2,22,55,0.2,500,100,3.38,0.23,0.908,0.634,8.39,19.2,129.9,95.3,99.3,80.6,27.4,253.7,24.9,2.1,19.2,0.8,7.4,140.7,97.1,37,185.2,17.2,1.6,40.2,5.7,4.8,5.8,1.4,3.6,0.7,30.8,0.7,10.4,2.6,0.3,0.5,0.25,3.1,1.5,0.25,5.4,7,615,49,79,4.17,1.26,0.25
596887C,299434,122878,0.5,1.4,13.2,65,0.2,500,100,2.4,0.4,0.769,0.187,4.95,10.8,78.2,84.7,18.5,25.1,15.3,74.8,12.7,1,12.1,0.5,13.6,82.2,59.3,25,526.6,13.9,0.9,25.3,2.3,2.1,13.3,0.8,2.4,0.8,19.7,0.3,9.4,2.5,0.25,0.1,0.25,4.1,0.5,0.1,12.3,3,359,31,61,2.41,0.66,0.25
596888C,295985,121549,0.6,1.5,13,64,0.2,500,100,2.2,0.51,0.804,0.263,5.09,14.2,83.1,85.8,18.7,27.3,16.9,78.7,13.1,1.2,12.2,0.8,11.5,80.2,71.8,27.3,530.8,14.5,0.6,31.9,5.1,2.6,11.9,0.5,2.2,0.25,19.8,0.3,8.4,2.3,0.25,0.4,0.25,5.1,0.9,0.25,6.6,3,363,34,63,4.33,0.71,0.25
596889C,280462,153388,0.7,1.3,16.5,49,0.14,500,100,2.69,0.27,0.814,0.14,5.77,16.5,98.4,65.1,39.6,23.5,30.1,80.7,17.3,1.2,28.3,1.1,56.5,100.3,78.6,30.4,183,14.4,1.8,29.1,5,2.1,3.1,0.5,3,0.9,31.9,0.6,9.5,3,0.3,0.25,0.25,4,0.2,0.25,14.5,9,377,38,70,2.91,1.18,0.25
596890C,298082,121637,0.6,1.4,13.2,68,0.12,500,100,2.21,0.52,0.909,0.205,4.99,11.5,87.3,122.7,17.9,28.6,15.7,72.1,13.5,1.4,13.6,0.6,8.5,82.5,75.7,27.5,1296.4,16.1,1.1,29.2,3.9,5.3,32.6,0.7,2.7,0.25,22.4,0.9,12,3.9,0.25,0.25,0.25,9.8,0.8,0.25,3.6,3,339,36,73,2.95,0.79,0.25
596891C,284830,120567,0.7,2,20.3,57,0.15,500,100,2.98,0.27,1.011,0.486,9.09,17.6,119.9,99.3,36.6,71.7,32.5,177.1,23.2,1.4,20,0.4,8.5,124.5,90.8,33.2,191.8,15.3,1.3,37.6,6.9,2.6,5.2,0.8,3.2,0.6,30,1,10.9,2.6,0.4,0.2,0.25,3.8,1.6,0.25,10.2,7,556,47,104,3.94,0.93,0.25
596892C,297288,120744,0.6,1.6,14.3,68,0.12,500,100,2.44,0.72,0.814,0.121,5.21,9.1,89.8,93.8,17.5,30.1,16.5,90.4,15.4,0.4,11.4,0.3,7.3,90.6,79.7,27.2,648.4,14.6,0.7,29.3,6.3,2.7,14.8,0.3,2.3,0.1,20.8,0.5,10.2,2.5,0.25,0.25,0.25,6.6,0.7,0.25,1.5,4,364,35,69,9.1,0.94,0.25
596893C,297630,120629,0.3,0.6,7.9,81,0.07,500,100,1.37,0.09,0.656,0.047,2.01,5.2,39.5,55,10.6,10.6,6.5,30.4,6.2,0.6,4.4,0.2,8.6,45.5,40,19.2,1041.1,11.4,0.5,18.1,3.3,2.2,24.7,0.1,2.3,0.25,13.2,0.5,8.4,2.1,0.25,0.25,0.25,4.5,0.7,0.25,1.4,2,180,22,43,5.56,1.18,0.25
596894C,293873,126953,0.7,1.5,18.4,51,0.19,101,100,2.72,0.42,0.919,0.144,6.74,16.8,107.2,86,59,54.6,29.5,127.5,21.7,2.1,31,1.3,30,113.6,93.7,53.7,227.5,15.4,1.3,59.2,9.4,4.2,6.5,0.1,4.4,0.5,26.2,1.2,10.6,3,0.25,0.6,0.25,4.5,1,0.25,13.7,7,457,60,74,2.74,0.9,0.25
596895C,298911,122736,0.7,2.2,15.9,61,0.12,500,100,2.66,1.19,0.828,0.154,6.09,15.1,104.3,94.3,21.4,40.3,20.2,99.3,17.1,1.1,14.5,0.3,7.5,100.5,84,25,338.4,14.6,0.6,24.1,3,4.2,8,1.1,2.9,0.2,24.2,0.6,9.1,1.9,0.1,0.25,0.25,3.3,1.1,0.25,4.6,4,422,33,65,1245.81,1,0.25
596897C,286140,122383,0.8,1.7,19.8,57,0.17,500,100,2.97,0.35,0.931,0.46,7.59,17.5,118.2,99.9,35.3,53.9,31.4,138.7,23.7,1.8,22.9,0.8,14.9,127.1,92.2,37.3,231.9,17,1.9,39.2,4.9,4.4,5.3,0.6,3.3,0.6,29.1,0.7,11.4,3.7,0.3,0.25,0.25,3.5,1.5,0.25,9.6,6,543,47,90,3.64,0.93,0.25
596898C,274743,151462,2.7,0.8,14.1,54,0.43,167,100,3.69,1.4,0.407,0.143,2.33,1.8,18.4,14.1,7.2,5.1,12.3,97.4,23.5,0.7,3.1,1.1,18.5,247.1,113.5,21.9,301.8,12.2,0.5,54.5,7.2,2.1,9.1,3.8,1.6,1.3,47.9,3.2,36.9,36,0.25,0.9,0.25,27.8,0.25,0.25,5.4,12,259,91,171,3.42,0.54,0.25
596899C,289777,125060,0.9,1.6,18.6,59,0.11,500,100,2.99,0.32,0.938,0.52,7.3,18.1,107.3,90.7,38.5,51.9,34.8,167.2,20.8,1.8,17,0.8,5.7,117.6,87.5,42.6,301.3,17.3,1.9,41.7,5.6,4.8,8.2,1.4,4,0.1,52.7,1,10.7,3.5,0.1,0.6,0.25,3.6,1.6,0.25,4.7,4,559,50,89,5.21,1.11,0.25
596900C,300357,129928,0.6,1.6,11.9,61,0.24,500,100,2.08,1.2,0.788,0.532,5.65,9.9,87.8,140.4,18.6,33.2,16.6,81.7,12.7,1.1,25.3,0.9,21.2,76,89.9,25.8,1016,14.2,1.2,30.2,4.5,2.7,24.9,0.8,2.4,0.3,25.7,0.8,10.6,2.8,0.25,0.25,0.25,11.9,0.9,0.25,13.4,3,368,34,67,2.68,0.77,0.25
596901C,279572,146467,2.1,0.7,16.7,52,0.18,108,100,4.11,0.56,0.31,0.108,2.47,6.2,23.4,22.7,7.1,6.6,14.8,88.7,21.1,1.1,36.1,1,35.9,297.9,77.6,15.7,159.1,11.8,0.9,32.2,5.3,3,4.5,3,1.4,1,45.6,1.5,25.3,21.6,0.25,0.25,0.25,18.4,0.1,0.25,4.3,21,273,70,127,2.27,0.56,0.25
596902C,281847,135209,0.8,1.2,18.3,58,0.24,500,100,2.87,0.23,1.005,0.532,6.58,12.3,99.1,82,26.4,41.7,27.4,110.4,20.5,1.5,19.4,0.8,17.5,128.1,91.6,33.1,231.5,16.2,0.9,39.3,9.7,2.1,6.8,2.2,5.4,0.1,36.1,0.7,10,3,0.2,0.2,0.25,7.2,1.7,0.25,12.1,8,464,51,92,5.63,1,0.25
596903C,281103,125849,0.7,1.1,18.5,55,0.55,43,100,2.97,0.4,0.865,0.269,7.02,17.5,110,90.7,29.2,48.3,29.7,128.4,22.4,1.7,26.9,1.3,16.2,147.6,93.5,33.6,204.4,14.7,1.2,37.3,7.7,2.7,4.6,1.1,3.8,0.3,37.9,0.9,11.2,4,0.2,0.3,0.25,5.6,2.3,0.25,11.3,8,464,47,92,0.5,0.25,0.25
596904C,281321,138745,1,1.4,17.2,54,0.22,500,100,3.03,0.46,0.928,0.362,6.21,12.4,91.9,68.1,35,32.8,26.8,145.1,18.8,1.2,28.4,1.4,40.4,140.3,89.7,31.2,167.7,16.7,1.3,30.7,2.9,3.7,5.5,2.2,2.7,0.6,33.7,1.1,10.8,4.3,0.25,0.4,0.25,5.2,0.6,0.25,14.9,9,395,44,81,3.19,0.95,1.1
596906C,277905,121257,0.8,2.1,17.2,52,0.31,112,100,2.68,0.73,0.991,0.493,7.15,17.9,118.9,101.3,30.2,50.2,33.9,152.1,20.2,1.5,40.1,2.4,27.2,123.3,91.1,33.6,215.4,14.2,1.8,35.8,6.1,3.4,5.4,1.2,4.3,0.6,44.1,0.1,9.7,3,0.5,0.4,0.25,5.1,1.6,0.25,19.3,7,579,41,76,4.21,0.92,1.1
596907C,273662,147804,1.7,1.7,13.9,55,0.32,116,100,3,2.87,0.469,0.139,2.97,4.9,44.2,36.6,10.2,15.9,20.8,106.9,18.4,0.6,6.9,1.1,9.4,199.7,89.1,26.3,274.4,11.7,0.5,33.9,8.2,2.5,6.7,1.7,2.2,1,37.5,1.6,19.2,16.3,0.25,0.6,0.25,10.8,0.3,0.25,2.9,13,274,56,104,2.93,0.86,1.19
596908C,279201,149228,2.6,0.5,12.8,56,0.25,61,100,3.37,0.94,0.3,0.065,2.12,3.3,22.9,18.7,3.5,4.1,12.8,50.1,15.8,1.2,17.9,0.8,31.4,190.8,112.9,17,194,7.5,0.7,29.6,8.2,0.75,5.5,1.4,1.3,1.5,36,0.4,20,24.3,0.25,0.25,0.25,11.2,0.25,0.3,4.2,10,293,60,105,3.77,0.56,0.82
596910C,276774,145254,2.6,0.8,14.6,63,0.3,34,100,3.73,1.09,0.324,0.129,2.42,5.5,22.9,22,6.7,8.5,11.3,78.4,16.9,1.2,13.8,1.2,38.7,229.3,90.3,23,276.2,10.4,0.6,26.1,7.6,2.3,7.1,1.6,1.6,1.2,42.8,1.7,15,14.3,0.25,0.4,0.25,11.2,0.3,0.25,8.9,18,294,41,75,3.43,0.64,1.06
596911C,283624,123220,0.5,1.5,17.6,51,0.53,151,100,2.71,0.55,0.921,0.878,8.31,17.7,124.6,97.6,79.1,77.7,42.6,223.9,20.5,1.6,27,1.8,18,115.8,83.5,38.6,197.8,14.2,1.5,46,5.1,3.3,4.7,1.2,3.3,0.2,37.1,1.2,10,2.6,0.6,0.7,0.25,3.7,1.7,0.25,18.8,6,622,45,90,5.38,1.11,1.24
596912C,277209,124685,0.8,1.6,16.7,54,0.36,197,100,2.76,0.53,0.885,0.595,6.35,14.9,98.8,78.1,75.7,51.7,34.4,281.6,19.4,1.8,31.5,2.7,15.4,124.8,86.9,34.7,208.1,14.3,1.1,34.7,4.5,3.7,5.8,1.3,4.2,0.7,36.2,0.6,9.8,2.8,0.4,2,0.25,4.1,1.2,0.1,10.5,6,480,45,85,6.96,0.97,1.55
596913C,277196,147398,1.7,0.8,12.9,52,0.26,325,100,3.11,0.87,0.482,0.097,2.81,8.6,44.8,30,9.4,9.8,13.6,71.8,17.3,1.1,13.6,1.1,20,176.3,100.8,20.1,218.2,11.3,0.5,19.7,5.3,2.5,5.2,1.3,1.7,0.9,42.9,0.5,14.4,11.8,0.25,0.4,0.25,8.9,0.8,0.25,5.9,16,321,43,78,5.88,1.22,1.97
596914C,279135,132607,1.2,1.2,18.2,62,0.21,500,100,3.08,0.39,0.846,0.302,5.32,12.6,80.7,75.2,39.2,41.7,28.4,112.6,18.8,1.3,18,0.8,7.2,150.9,94.1,28.5,263.2,15.4,0.8,32.8,4.7,2.2,6.1,1.4,3.2,0.8,35,0.8,13,4.9,0.25,0.25,0.25,5.6,1.4,0.25,3.3,10,421,52,96,4.05,0.91,0.95
596915C,287472,135059,0.8,1.5,19.1,54,0.26,500,100,2.77,0.4,1.029,0.658,8.09,17.4,120.4,90.8,33.3,47.7,27.9,125.1,22.6,2.1,24.3,0.9,14,125.1,97.1,29.7,196.8,15.4,0.9,38,5.1,3,6,1.1,3,0.25,32.2,0.8,10.3,2.3,0.1,0.25,0.25,5.2,1.6,0.25,8.7,9,478,43,86,4.67,1.04,1.23
596916C,278865,145512,1.4,0.5,12.1,52,0.18,603,50,3.32,0.49,0.347,0.078,1.44,4,22.9,23.4,5.4,5.8,6.7,42.3,14.9,1,7.7,1,48.3,206.6,70.2,14.8,177.3,10.6,0.4,20.8,4.1,0.6,4.8,1.7,1.4,1,39.4,0.9,15.4,9.6,0.25,0.1,0.25,8.9,0.2,0.25,8.3,14,252,45,82,2.67,0.25,0.87
596918C,284138,126463,0.7,1.5,18.6,56,0.36,500,100,2.76,0.47,1.031,0.765,8.06,18.3,126.2,98.5,57.8,66.8,35.3,289.3,21.2,2.1,38.8,1.5,21.2,122.6,91.2,34.3,193.9,15.8,1.6,39.9,6.1,3.7,4.6,0.8,3.6,0.5,29.7,0.9,9.6,3,0.5,0.8,0.25,3.8,2,0.25,12.6,6,574,42,83,5.08,1.94,1.41
596919C,284988,135493,0.7,1.3,17.7,50,0.44,235,100,2.62,0.5,0.949,0.755,7.73,16.8,119.1,84.9,35.6,45.4,31.6,144.5,21.3,2.1,20.9,1.3,21.1,123.5,93.3,28.6,180.7,14.7,1.1,34.8,6.1,1.5,3.7,0.5,2.8,0.4,32.6,0.5,9.5,2.5,0.5,0.2,0.1,5.4,1.6,0.25,13.8,9,457,41,77,6.44,1.4,1.21
596920C,277751,144270,2.5,0.7,18.9,62,0.13,500,100,4.08,0.57,0.237,0.091,1.92,3.2,16.3,11.4,9.2,4.6,8,40.5,22.2,1.3,10.2,0.2,6.4,293.3,76,17.5,181.5,9.8,1.3,28,5.3,0.9,5.6,2.5,1.5,1.4,34.2,2.2,20.2,7.8,0.25,0.2,0.25,10.8,0.1,0.25,1.1,20,225,62,107,3.2,0.76,0.92
596921C,279382,135729,0.9,1.7,19.6,59,0.14,500,100,3.19,0.21,0.96,0.256,6.6,15.3,108.9,83.8,22.9,33.5,27.1,106,21.8,1.2,19.9,0.8,10.8,140.2,101,41.3,220.3,17.1,1.3,46.1,6.5,3.6,5.6,1,3.4,0.3,38.5,0.4,12.6,4.2,0.4,0.2,0.25,3.6,0.6,0.25,17.2,7,473,54,93,4.39,1.16,1.25
596922C,274413,139882,2.1,0.9,13.5,60,0.37,32,100,3.25,1.23,0.408,0.386,3,3.7,38.7,32.8,25,14.7,16.2,94.5,16.6,1.6,13.3,1,26.1,197.7,89.4,32.9,298,12.4,0.7,31.6,5.1,3.3,7.2,4.2,2.2,0.5,37.7,1.2,19.3,18.3,0.25,1.9,0.25,10.1,0.25,0.1,15.7,14,312,56,104,4.63,0.79,1.27
596924C,279824,132772,0.9,1.4,19.4,58,0.27,500,100,3.06,0.36,0.897,0.681,6.82,15.4,99.5,80.5,44.2,50.8,37.9,128.9,21.1,1.2,21.9,1,6.7,138.2,100.6,31.5,214.9,15.5,1,38.5,6.8,2.4,6.1,0.5,3.6,0.2,32.7,0.8,11.6,3.9,0.25,0.4,0.25,4.1,1.5,0.25,4.9,8,520,49,91,4.58,1.17,1.26
596925C,269164,148803,0.6,1.3,14.5,55,0.21,108,100,2.53,1.3,0.682,0.256,5.12,12.9,74,61.6,25.4,34.7,39.5,117.7,15.8,0.6,50.5,1.2,25.7,124.1,72.8,32.3,292.8,12.6,1.1,32.5,3.6,1.7,7.3,0.7,2.6,0.6,31,0.6,9.1,33.7,0.1,0.7,0.25,3.8,0.9,0.25,26.7,12,369,38,68,3.78,0.78,0.94
596926C,283883,123261,0.5,1.2,17,54,0.26,93,100,2.49,0.51,0.992,0.403,6.87,16.6,116.3,93.3,28.2,42.1,34.4,123.1,19.6,1.5,24.3,1.5,34.8,114.2,81.1,27.5,216.2,15.6,1.3,33.4,4.6,4.3,5.8,0.6,3.1,0.4,35,0.4,10.2,3,0.25,0.4,0.2,4.3,1.9,0.1,15.7,5,481,40,78,5.33,0.97,1.22
596927C,275071,137532,2.4,0.5,12.8,61,0.3,500,100,3.28,0.79,0.343,0.076,2.93,7.1,28.9,23.8,6,7.8,8.2,46,14.9,1.1,8.6,0.5,13.2,187.4,93,19.8,233.9,9.2,0.3,20.5,4.6,1.5,5.6,1.2,1.4,0.7,36.9,0.9,13.2,8.3,0.25,0.4,0.25,7.8,0.3,0.25,3,11,282,37,67,3,0.62,0.96
596928C,286051,130623,0.6,1.4,17.7,54,0.36,54,100,2.68,0.47,0.959,0.825,7.22,16,115.2,90.7,35.8,55.5,29.3,167.1,20.8,1.6,28.5,1.2,15.7,123.4,93.1,31.8,206.4,15,1.3,37.4,6.6,3.2,6.5,0.5,3.2,0.2,32.6,1.3,9.4,2.8,0.2,0.1,0.25,4.7,1.7,0.25,9.4,6,633,43,83,4.74,0.99,1.25
596929C,281624,139169,1.1,1.3,17.9,58,0.13,500,100,3.26,0.31,1.014,0.284,5.72,11.9,89.1,65.6,19.7,23.9,20.5,89.2,20.2,2,22.8,0.8,12.5,151.3,80.7,48.4,157.9,18.3,1.1,52.2,7.6,2.4,4,3.2,3.7,0.8,31.6,1.5,12.8,4.2,0.4,0.2,0.25,6.2,0.6,0.25,12.1,11,386,81,85,23.89,1.3,1.37
596931C,284926,125369,0.6,1.9,17.9,55,0.21,500,100,2.8,0.45,0.97,0.349,7.35,16.5,120.7,99.9,28.7,51.8,32.5,113.2,21.1,1.4,25.1,1.5,30.2,122.2,81.6,34.5,214.2,15.3,1.3,36.2,6.5,4.2,5.2,1.9,3.6,0.2,29.8,0.7,9.5,3.2,0.5,0.25,0.25,4.6,1.5,0.25,13.1,6,531,43,82,4.9,1.13,1.37
596932C,274698,148380,2.7,0.6,13.7,57,0.36,39,100,3.44,1.09,0.353,0.171,2.13,4.2,27.2,22.6,10.1,7.2,35.2,72.1,19,0.8,9.7,1.2,12.2,222.8,100.5,30.3,282.5,11.7,0.7,50.1,7.4,2.4,7.2,3.5,2.2,1.1,40.3,0.9,29.9,42.1,0.25,0.8,0.25,21.6,0.2,0.25,3.4,13,265,86,165,3.2,0.69,0.98
596934C,285141,138895,0.8,1.4,18.6,55,0.25,500,100,3.03,0.37,0.997,0.54,6.81,14.7,104.3,89.4,31.6,48.4,31.8,135.1,21.2,1.8,21.7,1,12.9,142.7,99.7,29.8,219.2,16.7,1.4,39.4,5.9,4,5.7,0.9,3.2,0.8,40.8,0.7,11.4,3.2,0.1,0.25,0.25,6.7,0.9,0.25,7.9,8,482,53,102,98.98,1.21,1.34
596935C,282217,139558,1.3,1.3,17.7,54,0.19,500,100,3.38,0.45,0.67,0.688,5.18,10,75.9,57.8,43.8,33.5,19.4,152,19.5,1.7,31.4,1.5,43,174.5,86.9,23.7,147,13.1,1.2,28,3.7,1.5,4.5,1.7,2.8,1.3,44.4,1.3,9.5,4.1,0.25,1.2,0.25,11.9,0.5,0.25,13.5,13,412,37,65,6.95,1.34,1.66
596936C,283908,121853,0.7,1.8,18.3,57,0.22,500,100,2.84,0.46,1.014,0.63,7.81,17.8,124.4,98,49.4,66.5,32.5,211.6,20.6,1.4,25.4,0.8,11.4,117.9,85.3,32.3,209.8,16.2,1.5,39.4,7.5,4.2,5.5,0.8,3,0.2,46.4,0.5,9.8,2.9,0.3,0.6,0.25,4,2.6,0.25,8.4,5,572,44,87,9.5,1.13,1.35
596937C,279651,124046,1.1,1.4,17.3,55,0.36,2,100,2.95,0.52,0.873,0.42,6.33,14.4,91.8,86.1,28.6,42.8,28.3,116.6,20.1,1.5,24,1,10.7,141.1,94.5,29.9,262.5,15.2,1,38.8,7.5,1.5,6.9,1.7,3,0.2,39.6,0.9,13.4,3.8,0.3,0.3,0.25,8.7,2.5,0.25,3.9,7,435,57,106,40.94,0.93,1.13
596938C,275348,140101,2,0.5,12.6,54,0.39,387,17,3.26,0.83,0.285,0.204,2.28,6.6,20.8,18.9,15,7.8,9.8,78,15.6,0.9,10.8,1.2,47.9,197.6,85.7,16.8,162.8,9.5,0.6,18.3,3.6,1.7,4.9,1.6,2.2,0.9,45.8,1,9.7,15.5,0.25,0.8,0.25,10,0.4,0.25,12.3,15,261,27,50,3.63,0.5,0.86
596939C,275092,129209,0.8,1.4,17,54,0.34,205,100,2.77,0.46,0.818,0.262,5.79,15.2,91.2,78.2,19.4,36,23.2,116.2,19.1,1.6,20.5,2.1,20,129.3,89.4,27.4,228.8,14.9,0.8,30.3,3.2,2.7,6.1,1.2,3.8,0.3,37.7,0.3,9.5,3,0.3,0.2,0.25,6.7,1.2,0.25,8.5,7,444,45,83,4.73,0.96,1.2
596941C,279502,125982,1.1,1.6,19.4,57,0.18,500,100,3.05,0.45,0.875,0.271,5.63,15.9,99,87.1,30.4,51.9,43.2,134.9,21,1.5,14.3,0.9,14.4,153.1,102.1,32.4,253.2,14.7,0.6,40.6,7.5,3.5,6.5,1.3,4.6,0.4,50.8,1,14,5,0.2,0.6,0.25,6.7,2.2,0.2,6.1,9,453,51,95,7.1,1.23,1.26
