Sample_ID,Easting,Northing,Na2O_%,MgO_%,Al2O3_%,SiO2_%,P2O5_%,S_mgkg,Cl_mgkg,K2O_%,CaO_%,TiO2_%,MnO_%,Fe2O3_%,Sc_mgkg,V_mgkg,Cr_mgkg,Co_mgkg,Ni_mgkg,Cu_mgkg,Zn_mgkg,Ga_mgkg,Ge_mgkg,As_mgkg,Se_mgkg,Br_mgkg,Rb_mgkg,Sr_mgkg,Y_mgkg,Zr_mgkg,Nb_mgkg,Mo_mgkg,Nd_mgkg,Sm_mgkg,Yb_mgkg,Hf_mgkg,Ta_mgkg,W_mgkg,Tl_mgkg,Pb_mgkg,Bi_mgkg,Th_mgkg,U_mgkg,Ag_mgkg,Cd_mgkg,In_mgkg,Sn_mgkg,Sb_mgkg,Te_mgkg,I_mgkg,Cs_mgkg,Ba_mgkg,La_mgkg,Ce_mgkg,Au_ugkg,Pd_ugkg,Pt_ugkg
595909C,232089,100215,0.3,1.5,15.1,64,0.16,500,100,3.18,0.24,0.669,0.668,5.35,14.5,78.3,60.1,93,57.6,131,555.5,17.1,1,42.9,1.4,17.4,130.9,44.1,37.7,276,14.6,1.5,34.4,6.2,3.1,8.2,1.2,5.6,0.6,41.9,0.5,10.3,3.1,0.5,4.6,0.25,4,3.5,0.25,7.3,5,625,45,87,750.36,0.72,0.25
595910C,230991,97542,0.1,1.5,14.6,66,0.16,500,100,3.04,0.26,0.664,0.345,5.09,13.6,104.6,67.6,26.8,29.4,46.9,176.5,15.5,1.4,25.5,1.6,47.5,125.4,35,35.2,325.2,14.4,2.7,36.6,5.4,3.7,8.3,1,4.9,0.9,45.1,0.6,10.1,3.4,0.9,0.8,0.25,3.7,3.5,0.25,17.1,7,752,43,82,326.74,0.93,0.25
595911C,233031,102694,0.2,1.5,14,64,0.18,500,100,2.81,0.21,0.7,0.384,5.86,11.6,77.3,72,21.2,35.7,20.6,139.2,15.2,1.6,18.8,1.1,28.7,110,37,30.4,308.2,13.3,1,30.6,6.5,3.5,7.6,1,4,0.3,22.5,0.2,10.2,2.8,0.25,0.5,0.25,3.3,3.9,0.25,9.8,7,411,42,81,3.87,0.75,0.25
595912C,231160,118194,0.4,1.8,18,65,0.17,500,100,2.94,0.19,0.845,0.193,6.37,12.8,110,83.6,20.1,41.9,16.5,102.3,19.3,0.2,10.3,0.6,7.9,117.4,62.4,30.9,315.6,13.9,0.8,31.1,2.9,4.3,7.9,0.5,2.5,0.7,19.8,0.2,10.3,2,0.25,0.1,0.25,2.8,1.3,0.25,3.2,4,429,42,78,2.91,0.9,0.25
595913C,228908,119573,0.3,2,18.1,62,0.16,500,100,3.08,0.22,0.839,0.478,7.26,15.6,111.8,95.3,43.5,54.9,32.3,179.5,17.9,1.3,16.8,0.5,32.8,120.8,39.3,30.2,294.7,13.6,0.5,30.8,6.2,3.3,8,0.3,3.1,0.6,16.3,0.8,10.1,3.2,0.25,0.5,0.25,2.9,1.1,0.25,10.2,6,453,39,78,0.5,0.25,0.25
595914C,239521,116603,0.4,1.8,19.6,61,0.2,500,100,3.12,0.72,0.867,0.174,8.01,17.9,122.1,89,25.7,49.5,26.6,131.1,21.4,1.5,14.5,0.6,18.4,134.3,71.7,34.3,281.1,14.8,1,34.2,5.2,3.9,6.9,0.5,2.7,0.5,24.3,1.2,11.9,2.9,0.5,0.6,0.25,2.9,1,0.25,4.5,6,533,52,97,2.72,0.8,0.25
595915C,241389,132103,0.1,1,10.2,56,0.33,363,100,2.28,2.98,0.64,0.293,3.65,6.7,53.9,65.2,12.7,24.8,12.9,66.5,9.8,0.4,19.7,0.9,41.1,92.3,43,27.4,537,12.2,0.6,24.9,3.3,2.3,13.1,0.6,2.4,0.8,16.5,0.6,8.9,2.6,0.25,0.3,0.25,1.9,0.9,0.25,9.5,6,308,34,59,3.17,0.74,0.25
595916C,238106,114483,0.4,1.4,16.2,56,0.3,165,100,2.62,0.33,0.801,0.216,6.17,13.7,106.8,75.9,20.7,44.3,28.7,127.5,17.4,1.2,12,0.8,21.9,107.7,65.9,31.7,266.5,13.3,0.7,29.5,6.4,3.5,7.5,0.6,2.7,0.3,24.7,0.1,10.3,2.8,0.25,1,0.25,3.4,2,0.25,6.2,4,408,38,73,3,0.69,0.25
595917C,287381,155611,1.1,1.8,15.6,50,0.12,9,100,2.64,0.57,0.94,0.128,5.61,16.7,97,62.9,18.7,14.5,18.3,92.2,17.8,1.5,19.1,0.7,39.5,90.6,99.7,23.4,177.5,16.2,1,25.2,4.6,2.2,5.3,0.6,2.2,0.2,27.2,0.6,7.9,2.5,0.3,0.5,0.25,3.7,0.4,0.25,6.4,6,370,31,53,4.65,1.34,0.25
595918C,232838,116419,0.2,1.5,16.5,63,0.19,500,100,2.72,0.17,0.856,0.213,5.9,12.3,104.2,76.9,21.2,39.2,21.7,97.7,17,1,13.6,0.4,20.8,108.8,43.8,29.7,285,14,0.7,32.2,6.5,3.2,7.5,0.6,3.6,0.25,16.1,0.3,9.9,2.6,0.25,0.3,0.25,3,1.5,0.25,5.4,4,381,45,83,3.15,0.88,0.25
595920C,303837,160555,0.8,1.6,19.2,60,0.14,500,100,2.97,0.32,1.056,0.298,6.68,15,105.7,90.9,25.2,37.1,28.5,93.2,20.7,1.8,20.7,0.8,15.9,128.2,105.1,35.2,280,17.3,1.2,46.2,9.4,4.3,6.7,1,4.5,0.25,26.6,0.8,13,4.7,0.3,0.25,0.25,5.3,0.6,0.25,9.1,6,492,66,123,395.89,1.32,0.25
595921C,242059,115287,0.2,1,12.3,71,0.21,500,100,2.38,0.43,0.671,0.205,4.79,11.6,72.9,67.9,14.6,30.8,14.3,75.8,11.5,1.2,10.7,0.4,14.3,93.5,36.2,25,491.2,12.3,0.7,26.6,4.8,2.7,13.1,0.5,2,0.25,17.2,0.2,9.2,2.1,0.25,0.3,0.25,2.3,1.3,0.25,4.4,5,348,36,66,8.76,0.68,0.25
595922C,234409,116037,0.3,1.7,18.3,62,0.2,500,100,2.99,0.17,0.857,0.274,6.75,16.8,113.4,80.9,21.4,44.5,24.9,120.1,18.2,1.5,14.4,0.9,19.9,123.1,53,30.4,250.7,13.9,0.7,30,5.5,2.3,5.9,0.4,3.5,0.6,19.5,0.7,10.4,2.5,0.25,0.3,0.25,3,1.3,0.25,5.8,5,437,42,79,8.05,0.79,0.25
595923C,236267,119042,0.4,1.6,16.9,59,0.27,26,100,2.76,0.27,0.839,0.184,6.56,17.2,112.5,78.6,22.4,47.1,26.6,137.8,18.6,1,15.8,1.1,27,110.9,56.2,36.1,283.6,13.9,1.2,31.7,8.1,3.3,7.7,0.4,3.3,0.4,31.8,0.5,10.5,3,0.25,1.8,0.25,3.9,1.1,0.25,8.4,4,400,37,71,2.93,0.78,0.25
595925C,239867,114464,0.6,1.1,17.4,60,0.29,500,100,2.76,0.44,0.811,0.347,6.81,13.7,101.7,82.7,26.6,51.9,24,126.4,20.1,1.6,24.6,0.8,17.1,117.3,79,31.2,340.6,13.7,1.2,34.9,7.4,2.8,8.3,0.1,3.3,0.3,23.8,0.9,10.4,3,0.3,0.6,0.25,3.4,3.4,0.25,6.6,10,441,41,79,3.42,0.84,0.25
595926C,235870,115757,0.5,1.8,18.2,62,0.2,500,100,2.87,0.22,0.856,0.133,6.94,13.8,119.1,79.4,22.1,49,22,120.5,19.7,1.2,10.1,0.7,14,117.8,66.1,32.4,252.9,13.5,0.9,32.8,7,4.6,6.1,0.5,2.4,0.8,26.6,0.9,10.4,2.4,0.4,0.3,0.25,4,1.3,0.25,4.2,3,433,40,76,3.64,0.77,0.25
595927C,231978,103996,0.2,1.3,12.5,67,0.16,500,100,2.6,0.19,0.688,0.368,4.76,10.8,69.1,71.3,18.8,30.5,11.5,121.6,11.5,1,16.5,1.2,28.9,101,30.4,29,376.5,12.4,0.4,31.5,4.8,3.3,9.3,0.7,4.6,0.6,31.6,0.15,9.4,2.6,0.25,0.9,0.25,3.4,3.8,0.25,8.4,7,344,44,87,2.75,0.71,0.25
595928C,233564,95084,0.4,1.6,12.6,63,0.21,23,100,2.46,0.47,0.742,0.336,5.03,12.8,86.8,73.6,21.5,32.2,42.2,193.2,13.7,0.7,20.9,2,47.2,96.9,42.3,34.8,410.4,14.2,1.6,30.5,6,4.2,9.5,1.4,4.5,0.7,44.8,0.7,9.6,3.3,0.25,0.5,0.25,4.3,3.5,0.25,24.8,5,491,42,82,3.85,1.14,0.25
595929C,309098,147525,1.3,1.4,20.4,64,0.17,500,100,2.94,0.24,0.947,0.096,5.98,15.8,111.2,104.3,21.6,37.5,25.4,95.6,22.6,1.3,14.7,0.2,2.5,121.7,107.5,30.6,271.4,17.1,1.1,36.3,5.5,4.4,6.9,0.4,3.1,0.6,22.1,0.9,10.2,3.2,0.5,0.25,0.25,3.6,1.7,0.25,1.5,5,565,40,75,6.03,1.48,0.25
595930C,234962,132504,0.2,1.9,13.4,61,0.23,500,100,2.6,1.4,0.724,0.309,5.59,13.6,82.2,99.8,21.1,46.8,19.5,79.6,13.3,0.8,15.6,0.6,29.8,100.6,47.1,29,531.3,13.2,1,27.3,3.4,2,12,0.5,2.5,0.1,18.4,0.6,10,3.4,0.25,0.5,0.25,2.2,1.2,0.2,11.7,4,372,39,71,3.42,0.75,0.25
595932C,233936,99075,0.4,1.5,13.1,63,0.21,500,100,2.56,0.34,0.69,0.638,5.95,11.6,81.2,61.8,95.9,46.4,28.5,334.9,14,0.8,28.2,1.7,20.3,102.6,42.6,35.3,331.2,13.5,1.7,36.3,5.2,4.1,9.3,0.8,4.4,0.1,24.6,0.8,10.1,2.7,0.3,2.3,0.25,5.3,3.4,0.25,11.4,5,503,45,86,2.99,0.88,0.25
595933C,240155,131973,0.1,1.2,10.9,52,0.27,113,100,2.35,5.75,0.638,0.322,4.62,1.5,65.9,68.4,16.3,32.6,16.2,80.1,12,0.5,15.4,0.8,28.9,96,50.7,29.1,487.9,12.2,0.8,23.2,4.1,3.3,12,0.2,2.7,0.5,20.5,0.3,8.9,2.7,0.25,0.6,0.25,2.4,1.3,0.4,12.2,5,348,35,63,3.01,0.79,0.25
595935C,236962,120327,0.3,1.5,16.6,60,0.28,500,100,2.94,0.74,0.795,0.298,7.03,16,108.8,80.2,26.5,55.5,34.2,167.6,17.8,1.3,14.6,1.4,45.9,123,63.5,36,306.2,13.6,1.2,29.9,5.8,4.4,7.3,0.6,3.1,0.9,29.8,0.8,9.5,3.1,0.1,1.6,0.25,7.1,1,0.2,16.5,6,433,39,72,3.41,0.95,0.88
595936C,284835,160795,2.4,0.7,11.3,66,0.25,500,100,2.58,1.14,0.444,0.092,2.15,7,32.3,33.4,6.8,8.2,8.4,55.3,12.2,1.2,4.3,0.4,11.9,135.2,114.6,22.9,534.8,10.9,0.4,25.9,8.5,2.4,13.1,1.9,2.2,1,28.8,0.6,16.5,4.9,0.25,0.2,0.25,13.9,0.6,0.25,2.5,9,294,49,91,2.18,0.85,0.25
595938C,234951,115099,0.3,1.8,19.3,59,0.21,500,100,3.2,0.14,0.855,0.311,7.48,16.4,117.3,89.4,24.6,47.3,27.8,128.2,20.8,0.8,15.2,0.7,18.6,132.5,56.5,30.6,221.2,13.5,0.9,31.2,4.8,3.5,4.3,0.6,3.7,0.9,17.5,0.4,10.5,2.3,0.3,0.4,0.25,3.4,1.8,0.25,6,5,477,42,77,10.13,1.01,0.25
595939C,286824,154973,0.9,1,12.7,58,0.17,500,100,2.49,0.49,0.652,0.156,3.51,9.2,53.5,43,13.4,11.6,12.2,71.8,14.4,1.1,40.6,0.7,31.5,100.7,85.3,19.7,164.7,11.6,0.5,21.7,4.4,2,3.8,1.2,5.8,0.6,30,0.9,6.7,2.7,0.1,0.25,0.1,9.9,0.3,0.25,6,11,383,26,51,6.05,1.36,0.25
595940C,240978,105278,0.4,1.2,15.7,53,0.34,200,100,2.83,0.4,0.74,0.816,6.42,14.6,101.9,73.3,47.6,57.4,36.3,371.8,18.3,1.3,86.6,3,31.8,118,65.4,54.1,281,13.9,2.1,43.8,7.4,3.6,7.1,0.3,4.4,0.8,34.5,1.1,9.7,3.2,0.8,4.1,0.25,2.5,3.2,0.25,20.5,4,718,48,77,4.32,1.05,0.25
595941C,242021,114933,0.4,1.4,16.2,61,0.23,500,100,2.71,0.73,0.793,0.319,6.37,14.1,99.8,79.8,25.9,43.3,26.4,124.2,17.1,0.8,17.5,1.5,40.4,113.7,63.7,31,302.9,13.3,1,33.5,6.3,3.3,7.7,0.5,3,0.6,26.3,0.7,10,3.2,0.25,0.7,0.2,5.1,2.5,0.25,17.5,6,408,40,77,3.55,0.86,0.56
595942C,231947,100473,0.3,1.5,16.6,59,0.23,500,100,3.22,0.28,0.755,1.188,6.5,13.3,95.7,75.7,59.6,65.8,54.4,195.6,18.6,1.3,27.1,2.5,21.8,134.4,50,38.2,244.3,13.9,2.3,35.9,4.7,4.6,6,0.8,4.5,0.8,24.1,0.9,10.6,3.4,1,1.7,0.2,2.9,4,0.25,15,6,677,45,86,3.65,0.87,0.25
595944C,230175,98395,0.1,1.3,15.8,71,0.09,73,100,3.33,0.09,0.677,0.139,4.37,12.5,137.5,66.5,16.6,22.9,68.5,78.1,17,0.7,26.6,1.4,17.1,137.9,30.1,31.6,303.2,15.1,4.3,33.3,3.4,2.5,7.2,0.1,3.5,0.7,41,0.5,10.6,3.8,0.25,0.2,0.4,3.1,3.9,0.25,5.8,6,1047,42,82,3.71,1.46,0.52
595945C,284856,151289,2.4,0.8,14.6,60,0.14,500,100,3.51,0.55,0.469,0.081,2.48,7.7,41,26.6,3.5,6.3,8,64.7,17.2,1.2,20.4,0.2,17.4,206.4,86.7,13.4,153.2,9.7,0.5,20.2,2.3,1.1,3.7,1.9,2.1,0.8,34.4,0.6,10,4.4,0.2,0.2,0.25,12.6,0.25,0.25,3.2,13,304,31,57,2.9,0.61,0.25
595946C,242320,112272,0.8,1,18.2,61,0.31,500,100,3.02,0.22,0.829,0.588,7.43,14.4,98.4,83.9,24.2,53.8,18.8,126.1,19,1.4,16,0.8,10.2,126.6,87.1,30.4,301.6,14.2,1,32.6,6.3,3.7,6.7,1.6,3.7,0.2,20.3,0.8,10.2,2.8,0.25,0.4,0.25,2.6,4.4,0.25,7.9,7,501,43,81,2.92,0.82,0.25
595947C,240149,114664,0.7,1.2,18.1,60,0.26,500,100,2.88,0.33,0.843,0.666,7.57,15.1,110.5,84.3,33.7,62.5,25.3,155.3,19.2,1.1,24.4,1,27.8,121.9,80.9,32.7,343.7,14.7,1.3,36.7,5,4.2,9.4,0.7,3.5,0.2,25.6,1.2,10.5,2.9,0.4,0.7,0.25,2.8,3.4,0.2,13.2,9,489,43,82,3.13,0.91,0.25
595949C,233506,99447,0.4,1.5,14.4,64,0.23,500,100,2.78,0.31,0.716,0.464,6.28,12.1,93.1,66.5,71.6,45.3,44.2,308.8,15.1,0.7,35.7,1.7,16.6,113.5,45.6,35.9,285.6,13.6,2.3,37.2,4.4,4.5,7.4,0.3,5,0.3,25.3,0.7,9.3,3.6,0.5,2.1,0.25,5.1,3.5,0.25,10.5,6,620,42,80,3.84,0.99,0.25
595950C,239177,112751,0.8,1,19,63,0.21,500,100,2.83,0.3,0.856,0.322,7.08,18.3,101.5,86.2,24.5,47.5,21.7,121,20.8,1.3,21.1,1.2,25.2,123.7,85,29,309.6,15.6,0.9,30.5,4.9,3.5,9.5,0.5,3.5,0.4,23.1,0.5,10.8,2.8,0.4,0.3,0.25,3.1,4.4,0.25,9.4,10,482,43,82,6.19,1.76,0.25
595951C,229461,100406,0.15,1.2,13.6,65,0.14,500,100,3.15,0.16,0.668,0.521,5.16,11.4,82.5,79,42.7,26.9,21,67.3,13.4,1,26,1.2,44.2,125.7,22.2,29.4,393.6,12.9,0.7,28.1,3,2.7,9.4,1.6,3.5,0.5,36.1,0.5,10.2,3.7,0.25,0.25,0.25,2.7,4.9,0.25,16.2,12,413,39,77,3.74,0.9,0.25
595953C,232595,96705,0.3,1.5,13.5,67,0.17,500,100,2.79,0.26,0.744,0.218,4.97,10.2,93.6,69.4,21.5,29.5,42.9,155.6,14.1,1.2,22.5,1.7,30.2,111.8,36.5,38.3,472.9,16,2.1,34.2,6.5,3.5,11.2,0.9,4.4,0.3,38.1,1,10.9,3.1,0.25,0.8,0.25,4.5,4.3,0.25,9.6,6,539,48,94,3.3,0.94,0.25
595954C,235039,113384,0.5,1.6,17,63,0.21,500,100,2.88,0.18,0.862,0.26,6.4,14.8,104.6,81.4,23.9,34,18.6,93.6,18.1,1.8,14.6,1,16.4,119.6,55.8,32.2,291.8,15,0.5,30.4,5,3.4,6.7,0.2,5.1,0.25,16.7,0.7,11,2,0.25,0.25,0.25,3.2,2.7,0.25,5.9,6,387,45,88,7.23,0.86,0.25
595955C,230363,97976,0.2,1.6,16.6,74,0.1,500,100,3.41,0.18,0.672,0.243,4.77,14.5,130.6,69.1,23.4,26.6,50.4,119.4,17.5,1.4,23.9,0.9,13.3,143.7,34.2,31.9,244.3,14.8,3.6,34.1,6.4,3.2,6.1,0.5,3.8,1,41.7,0.8,10.8,3.2,0.25,0.4,0.25,3.7,3.7,0.25,5.7,6,986,41,78,3.95,1.55,0.73
595956C,235982,132556,0.3,2.2,14.6,59,0.25,500,100,2.88,1.63,0.724,0.307,6.13,10.9,88.8,101.7,23.2,54.5,21.5,92.5,16.5,0.9,15.8,0.6,23.2,110.9,48.9,29.3,360.7,13,0.9,28.6,4.9,4.3,7.8,0.7,2.9,0.5,19.8,0.6,9.1,2.5,0.1,0.2,0.25,2.3,1.7,0.1,6.7,5,407,37,70,3.46,0.79,0.25
595957C,238101,97435,0.8,2.5,13.1,50,0.35,277,100,2.36,0.92,0.635,1.35,7.2,15.8,109,71.2,161.7,159.4,92.8,2310.2,15.8,0.4,43.9,4,84.3,92.1,78.7,44.4,220.4,11,3.2,37.6,7.7,5.5,4.8,0.5,5.7,0.7,50.3,1,8,3.4,0.1,19.5,0.25,5,2.5,0.25,42.7,4,723,36,67,3.6,1.87,0.25
595958C,241158,117954,0.1,1.2,14.5,67,0.22,500,100,3.21,1.18,0.698,0.18,5.65,14.2,83.6,78.9,17.1,39.3,20.1,89.8,14.5,0.9,13.5,0.5,5.9,125.1,38.4,29.6,415,12.8,0.7,30.7,4.1,2.8,10.4,0.3,2.9,0.3,27.7,0.8,9,2,0.25,0.3,0.25,2.3,1.7,0.25,2,7,431,40,73,3.6,1.06,0.53
595959C,233469,102404,0.2,1.9,15.2,64,0.19,500,100,3.07,0.18,0.672,0.237,6.2,15.8,71.8,59.9,19,27.8,20,129.2,18,1.4,35,0.9,22.9,143.8,36.2,38.6,318.2,14.4,1,37.1,6.3,5,8.2,1.3,4.8,0.5,19.3,0.9,11,3.4,0.25,0.7,0.25,3.4,3.8,0.25,5.9,8,430,45,87,4.62,0.76,0.25
595960C,324399,177479,0.9,2.1,14.8,61,0.24,500,100,2.35,0.88,1.042,0.385,6.42,16.2,105,81.2,22.3,38.6,29.2,122.7,16,0.8,16.9,0.7,15.2,90.2,90.5,35.6,309.1,16.3,1.2,34,5,2.8,8,1.2,3.5,0.1,36.6,0.2,9.4,2.5,0.25,0.2,0.25,4.7,1.5,0.25,7.7,4,430,39,75,7.37,1.41,0.51
595961C,240203,132012,0.1,1.3,13.2,60,0.19,500,100,3.25,4.44,0.672,0.17,5.09,1.5,67.8,78.5,14.8,33.9,14.2,60.2,13.4,1.2,16.1,0.3,3.6,124.2,45.5,30.6,573.7,12.3,0.7,33.6,4.5,3.7,14.5,0.2,3,0.2,16.4,0.6,9.3,3,0.25,0.2,0.25,2,1.1,0.3,1.9,7,406,43,76,3.01,0.75,0.25
595962C,322020,175888,1.1,1.4,19.7,57,0.14,500,100,2.75,0.21,0.86,0.436,7.82,16.5,111.6,103.9,28.7,59.1,32,158.7,22.5,2.1,27.6,0.4,19.3,124.4,100.8,28.8,225.3,14.5,1.3,40.3,4.5,3.6,5.7,1.6,3.8,0.2,48.7,0.7,11.3,2.5,0.1,0.1,0.25,3.5,2.7,0.25,7.7,11,463,46,88,4.21,1.68,0.68
595963C,241543,103199,0.2,1.3,12.7,55,0.35,435,6,2.56,0.44,0.642,0.485,5.36,9.1,77.9,64.9,35.2,59.1,35.3,343.4,16.2,1.3,37.3,2,34.2,109.4,45.8,32.6,276.1,11.6,1,32.8,6.7,2.1,6.7,0.5,4,0.4,36.7,0.9,9,2.9,0.25,4.1,0.25,7.2,3.8,0.1,10.6,5,444,39,72,21.69,1,0.52
595964C,236294,112083,0.5,1.2,17.4,59,0.18,500,100,3.24,0.25,0.833,0.166,7.69,15.9,107.3,86,20.8,34.9,18.6,84.3,20.3,1.5,28.3,1.3,34.8,138.6,59.7,31.1,242.3,13.7,1.1,34.6,5.4,1.9,6.1,0.5,3.8,0.5,20.9,0.8,11.1,2.6,0.4,0.4,0.25,3,3.1,0.25,15.1,10,435,44,84,4.33,1.08,0.25
595965C,234884,111545,0.1,1.2,16.5,62,0.07,500,100,4.18,0.21,0.803,0.097,4.34,11,95.8,74.6,13.2,20,4.4,39.9,17.9,1.5,12.5,0.6,30.2,179.2,33.1,27.6,260.4,13.7,0.5,28.9,3.3,3.1,6.6,0.7,5.2,0.5,14.8,1.1,10.5,2.6,0.25,0.3,0.25,3.3,2.9,0.25,4.8,13,429,44,83,3.99,0.78,0.25
595967C,236812,97207,0.5,1.7,12.9,62,0.2,500,100,2.33,0.39,0.703,0.432,5.41,10,76.8,66.1,47.1,38.1,28.7,236.9,12.8,1.2,23.6,1.3,33.5,92.1,46.3,32.4,354.1,13.3,1.2,32.2,8,5.3,8,1.5,4.7,0.6,25.8,0.5,9.8,3,0.25,1,0.25,4.4,3.1,0.25,14.6,5,400,43,81,4.37,1,0.25
595968C,232481,101783,0.2,1.4,14.7,63,0.19,500,100,2.97,0.18,0.743,0.174,5.45,15.3,84.4,71.6,23.6,30.4,35.4,97.1,16.1,1.4,24.8,1,14.1,122.4,36.7,30.4,347.5,14.9,1,29.1,5.2,3.8,9.4,1.4,5,0.4,24,0.5,10.1,2.6,0.5,0.5,0.25,3.4,4.2,0.25,5.5,8,531,42,81,3.32,0.78,0.25
595969C,228474,117897,0.3,1.8,16.5,59,0.21,500,100,2.62,0.23,0.872,0.232,6.08,14.5,101.8,99.2,24.2,48.9,20,160.6,16.8,1.4,13,1,61.1,106.5,35.2,30.6,349.5,14,0.5,28.5,5.8,3.1,8.9,0.4,3.6,0.7,22.5,1.3,10.7,2.7,0.25,0.2,0.25,3,2.6,0.25,12.3,5,369,40,77,4.13,1,0.25
595971C,238243,114086,0.5,1.4,17.1,60,0.21,500,100,2.85,0.32,0.819,0.336,6.72,15,108.4,79.7,29.9,48.9,23.8,129.1,19.5,1.5,16.8,1,28.6,119,65.8,31.7,257.9,13.7,1,32.5,1.8,3.5,7.4,0.6,3.7,0.6,22.3,0.7,10.4,2.6,0.1,0.7,0.25,3.6,2.5,0.25,8.5,6,441,40,77,3.75,0.86,0.6
595972C,234096,108763,0.1,1.3,13.5,61,0.15,500,100,3.14,0.15,0.704,0.141,5.51,11.8,77.4,68.8,14.1,29.5,6.9,74,14.2,1.4,21.4,1.3,56.7,134.5,29.6,29.3,316.7,12.8,0.7,31.2,5,2.1,7.6,0.5,4.3,0.3,20,0.4,10.9,2.5,0.25,0.3,0.1,3.3,4,0.2,8.6,10,404,45,88,4.02,0.77,0.25
595973C,235304,106593,0.4,1.3,15.1,56,0.33,207,100,2.68,0.24,0.737,0.603,6.02,13.6,86.9,72.7,32.6,45.3,16.5,122.7,16.7,1.8,16.2,2.1,41.1,115.2,55.1,29.5,250.3,13,0.6,31.2,5.6,2.5,6.4,1.5,4.7,0.5,19,0.8,9.5,2.5,0.3,0.7,0.25,3,3,0.25,12.3,5,442,40,75,3.24,0.82,0.25
595974C,299294,167452,0.9,1.4,15.8,61,0.21,500,100,2.58,0.48,1.172,0.217,4.31,10.9,79.1,60.6,19.2,33.3,21.5,97,16.7,1.4,21.2,0.9,9,103.1,84.9,37.5,184,17.4,0.7,33.7,6.5,2.9,4.4,1.5,14,0.5,78.2,0.6,7.3,2.7,0.3,0.3,0.25,6.7,0.2,0.25,4.5,5,362,38,58,7.47,0.71,0.25
595975C,236664,105677,0.2,1.4,15.2,56,0.29,132,100,3.1,0.24,0.737,0.725,6.77,13,94.1,69.4,49.1,52.3,17.3,188.4,17.7,1.6,27.4,1.8,32.7,132.3,44.5,31.3,296.5,13.4,1,36.4,5.6,4.1,8.4,1,5.5,1.1,24.1,0.3,10.9,2.7,0.1,2.3,0.25,3.5,4.1,0.25,12.3,7,462,44,86,3.04,0.74,0.25
595976C,241707,114301,0.6,1,16.1,63,0.21,500,100,2.72,1.1,0.783,0.377,6.35,13.5,93.3,77.9,23.7,57.1,23.5,118.4,16.8,1.8,19.3,0.4,9.8,108.9,74.4,31.4,400,14,1.1,34.1,4.1,3.4,9.5,0.8,2.6,0.25,25.9,0.3,9.9,2.3,0.25,0.5,0.25,2.6,3.4,0.2,3.7,9,418,41,76,16.71,0.78,0.25
595977C,239937,115658,0.3,1.3,15.6,62,0.26,500,100,2.61,1.54,0.798,0.231,6.26,13.3,96.7,77.6,25.6,42.2,22.8,106.1,16.7,0.8,15.8,0.5,14.7,107.2,63.6,32.1,423,13.9,0.9,33.5,5.1,3.3,11.3,1,3,0.4,22.4,0.8,9.9,3.2,0.25,0.2,0.25,3.6,1.9,0.25,4.2,5,392,43,81,2.46,0.73,0.25
595978C,231881,120886,0.3,1.5,16.6,63,0.23,500,100,3.02,0.4,0.804,0.265,6.63,16,109.1,76.5,24.9,51.6,28.7,120.2,18.2,1.7,11.7,0.6,20.9,119.1,59.8,35.3,327.5,13.3,1,32.6,3,4.5,8.3,1,3,0.25,32.8,0.4,9.5,2.7,0.1,0.7,0.25,2.9,1.5,0.1,5.4,5,454,40,74,0.5,0.25,0.25
595980C,235009,105198,0.2,1.2,14.5,64,0.22,19,100,2.7,0.19,0.768,0.089,5.52,9.8,84.6,70.3,23.2,32.6,19.4,92,15.3,1,17.7,1.1,14.6,111.6,42.1,32.9,345.8,14.1,0.9,35.1,5.5,3.1,7.4,1.2,4.3,0.8,19.4,0.7,10.8,3.1,0.25,0.2,0.25,2.9,4.7,0.1,4.4,6,376,46,89,20.78,1.23,0.25
595981C,231531,115891,0.15,1.4,17.1,62,0.21,500,100,2.85,0.11,0.913,0.179,6.15,16.9,108.5,80.9,20.7,39.3,25.4,94.3,18.3,0.6,14.4,0.7,15.9,113.2,27.8,31.2,332.5,14.8,0.9,32.9,6.7,3.5,8.1,0.5,3.7,0.25,12.9,0.2,10.5,2.5,0.1,0.25,0.25,3.5,1.6,0.25,6,4,390,43,77,3.66,1.48,0.25
595982C,235494,116666,0.5,2,19.4,63,0.15,500,100,3.06,0.13,0.898,0.115,7.2,20.7,123.6,84.9,23.3,50.1,23,117.7,21.2,1.3,9.5,0.6,8.1,127.7,68.7,33.6,256.1,14,0.6,31.6,6.8,4,6.1,0.6,3.1,0.3,23.2,0.8,9.9,2.4,0.25,1.4,0.25,3.1,0.9,0.25,2.5,4,464,41,79,2.67,0.77,0.25
595983C,238509,131610,0.1,1.8,12.3,52,0.25,53,100,2.54,4.91,0.67,0.398,5.24,1.5,76.9,83.7,20.9,45.5,18.6,100.8,12.7,0.1,13.4,0.6,34.9,101.5,49.9,29.4,358.7,12.1,0.7,29.5,6.8,2.6,10.1,0.1,2,0.2,20.8,0.5,8.6,2.8,0.25,0.7,0.25,4.5,0.9,0.25,9.9,6,372,37,66,3.48,0.86,0.25
